neg,neu,pos,compound,title,label,timestamp
0,0.667,0.333,0.3612,Why is my brain like this,1,2022-10-13
0,0.698,0.302,0.5994,CPI: How was it? Super green after a historic one-day turnaround ✅,1,2022-10-13
0.193,0.807,0,-0.4767,CPI is fake news update closed at open bought 50k oct 21 350 puts,-1,2022-10-13
0.329,0.143,0.529,0.34,I won loss porn,1,2022-10-13
0,1,0,0,Time to Sell TSLA or Buy the Dip??,0,2022-10-12
0,1,0,0,🔮WallStreetBets Predictions Tournament for October 2022🔮,0,2022-10-12
0,0.545,0.455,0.3612,Ready for CPI 🥵🥵🥵,1,2022-10-12
0.092,0.638,0.271,0.3058,Thanks Daddy Powell and Uncle Biden. TD sorry but I can't pay.,1,2022-10-12
0,1,0,0,So What Actually Happened at 9:47AM this morning to cause the reversal?,0,2022-10-12
0,1,0,0,CPI Predictions?,0,2022-10-12
0,0.377,0.623,0.5106,What a fun day,1,2022-10-12
0,1,0,0,Don’t gamble kids!,0,2022-10-12
0,0.698,0.302,0.5994,CPI: How was it? Super green after a historic one-day turnaround ✅,1,2022-10-12
0,1,0,0,Feds bailing out!,0,2022-10-12
0,1,0,0,checking my portfolio after liz truss’s mini budget,0,2022-10-12
0.256,0.333,0.411,0.34,Loss Porn --misery loves company,1,2022-10-12
0,1,0,0,Tesla gains.. shall I hold until tomorrow close?,0,2022-10-12
0,0.294,0.706,0.34,Bear Gains,1,2022-10-12
0.302,0.698,0,-0.6523,BAN BET: INFLATION REPORT ON SEPTEMBER 13 WILL CAUSE MARKET SELLOFF,-1,2022-10-12
0,1,0,0,"Y'all called it one day too early, PUT options before market closes",0,2022-10-12
0,1,0,0,Can a guy make an onlyfans page??,0,2022-10-12
0,1,0,0,redpill me on the market,0,2022-10-12
0,1,0,0,The long term degenerate fund,0,2022-10-12
0,1,0,0,Oh jheez i wonder why inflation is out of control…,0,2022-10-12
0,1,0,0,Puts on Retail - Thursday at the Mal,0,2022-10-12
0,1,0,0,"What Are Your Moves Tomorrow, October 12, 2022",0,2022-10-12
0,1,0,0,Can you start a GoFundMe for 10 dollars? Really need this rn (Short tomorrow + Brit),0,2022-10-12
0,1,0,0,How f*k am I?? I did not close…,0,2022-10-12
0.236,0.671,0.093,-0.5994,"friendly reminder, it take 7 years to recover for 2000 dotcom crash, it take 5 years to recover for 2007/2008 crash, it take 1 year to recover for 2015 crash",-1,2022-10-12
0.421,0.579,0,-0.8402,"Same shit the next day again, come on guys we know you're fucked",-1,2022-10-12
0,0,1,0.34,Ha,1,2022-10-12
0,1,0,0,I logged into my account and it only shows this,0,2022-10-12
0,0.574,0.426,0.6652,It ain’t much but it’s honest work,1,2022-10-12
0,1,0,0,Only $300 for unlimited inverse potential. Tempting…,0,2022-10-12
0,0.706,0.294,0.3612,Whose got their puts ready for tomorrow?,1,2022-10-12
0,1,0,0,Should i buy spy puts the day before cpi comes out?(aka tomorrow),0,2022-10-12
0,0.819,0.181,0.6103,"Currency trading, as one country loosens and one country tightens, and we all trade on the same markets! Yay!",1,2022-10-12
0,1,0,0,Bond yields today,0,2022-10-12
0,0.844,0.156,0.34,If you randomly received a little over 12k what would be your play right now?,1,2022-10-12
0,1,0,0,Cramer porno just dropped,0,2022-10-12
0,1,0,0,Stonks 🚀 🌚,0,2022-10-12
0,1,0,0,Live Feed Of SPY Today,0,2022-10-12
0,1,0,0,should i tell them?,0,2022-10-12
0,1,0,0,ancient wallstreet,0,2022-10-12
0,0.701,0.299,0.826,Good Morning My Beautiful 🌈🐻s! Here’s your daily dose of options data for 13 October 2022! CPI is at 8.2%!,1,2022-10-12
0,1,0,0,Does anyone here know why SPY and others switched to green today? (Seriously),0,2022-10-12
0,1,0,0,Found a bathroom where we belong,0,2022-10-12
0.109,0.755,0.137,0.1697,Why Did Corporations All The Sudden Become So Greedy? And Why Is Stock Market Down 20% If There's Record Profits?,0,2022-10-12
0,0.855,0.145,0.2168,Bank earnings tomorrow how is everyone feeling about this ? Puts or calls ?,1,2022-10-12
0,1,0,0,King Chad at it again,0,2022-10-12
0,1,0,0,Cathie Wood's letter to Fed!!,0,2022-10-12
0,1,0,0,Tell me Snapchat is out of money without telling me that Snapchat is out of money,0,2022-10-12
0,1,0,0,"If you woke up as Powell and had to choose how much to raise rates, how big would your hike be?",0,2022-10-12
0,1,0,0,Inflation to the Moon🚀,0,2022-10-12
0,0.791,0.209,0.4404,Big Thanks for the WSJ for Revealing this Line Up of FUCKERY,1,2022-10-12
0,1,0,0,Thoughts ?,0,2022-10-12
0,0.707,0.293,0.4404,2022-10-12 Better Tasting Crayons (Mathematically derived options plays),1,2022-10-12
0.412,0.588,0,-0.4215,Recession will be felt today,-1,2022-10-12
0.23,0.77,0,-0.6334,"More shots fired at ""Mama Wood"" someone tell this ""regard"" she is one of us!",-1,2022-10-12
0.375,0.625,0,-0.5859,Anyone else get drunk at the bar and make a mistake,-1,2022-10-12
0.473,0.527,0,-0.4003,Apes goin’ crazy now!,-1,2022-10-12
0,1,0,0,$OMI -32% now,0,2022-10-12
0.329,0.143,0.529,0.34,I won loss porn,1,2022-10-12
0,1,0,0,TESLA,0,2022-10-12
0,0.476,0.524,0.5106,Some SPY fun today,1,2022-10-12
0.322,0.678,0,-0.2263,Class Action Lawsuit against PYPL,-1,2022-10-12
0,1,0,0,The only hedge you need,0,2022-10-12
0.203,0.797,0,-0.3167,Is anyone else very anxious about this upcoming CPI report?,-1,2022-10-12
0.459,0.541,0,-0.5267,"Foreclosures are coming, now what?",-1,2022-10-12
0.219,0.781,0,-0.4215,UK economy on brink of recession as it shrinks in August,-1,2022-10-12
0,1,0,0,Buckle up.,0,2022-10-12
0.316,0.684,0,-0.7555,This is the reason why Central Banks need to keep raising rates : Need to DESTROY DEMAND,-1,2022-10-12
0,0.833,0.167,0.34,threw some play money at WMT puts and kachow.. holding for CPI tomorrow,1,2022-10-12
0,1,0,0,Quit flip flopping Bailey 😂,0,2022-10-12
0,1,0,0,The biggest bubble in history 🤡,0,2022-10-12
0,1,0,0,We will need a bigger hammer 📉,0,2022-10-12
0,1,0,0,The market has only seen two days in the green following a CPI report. Godspeed everyone.,0,2022-10-12
0,1,0,0,what's it all mean??,0,2022-10-12
0.123,0.877,0,-0.2732,What low valuation companies do you think will be bought out and acquired in the future?,-1,2022-10-12
0,1,0,0,"8.5k Index Puts Update. $9,200–>$18,500 single day 🔥",0,2022-10-12
0,1,0,0,Could those numbers changed when we look back wards?,0,2022-10-12
0,0.566,0.434,0.3182,Can someone please explain?,1,2022-10-12
0,1,0,0,Permabulls this past month,0,2022-10-12
0,1,0,0,CRAMER favourite 14 stocks list below,0,2022-10-12
0.156,0.708,0.137,-0.1027,Forexlive | The GBP is the strongest and the JPY is the weakest as the NA session begins,0,2022-10-12
0.138,0.862,0,-0.485,"Sorry to put you on blast Swift_42690, but your post wasn't that popular and ppl need to see your reasoning for buying puts this morning (positions next page).",-1,2022-10-12
0,1,0,0,Kang month so far 🦘,0,2022-10-12
0.205,0.795,0,-0.4767,Took this position a few minutes before market close. I think something’s wrong with me…,-1,2022-10-12
0,1,0,0,Uber Puts,0,2022-10-12
0,1,0,0,"The WSB Trash Bin, Discussion Thread for the Week of October 14, 2022",0,2022-10-12
0.255,0.584,0.161,-0.3182,Guess I can tell that call alert to fuck right off,-1,2022-10-12
0,1,0,0,Fed unveils JackoMester to spook markets!,0,2022-10-12
0,0.707,0.293,0.4404,2022-10-13 Better Tasting Crayons (Mathematically derived options plays),1,2022-10-12
0,0.476,0.524,0.6705,El Pollo Loco Special Dividend Arbitrage Opportunity,1,2022-10-12
0,1,0,0,"SPY nation, let’s ride",0,2022-10-12
0,0.424,0.576,0.7777,Congratulations on the growth of our community!,1,2022-10-12
0.302,0.698,0,-0.3818,How to deal with each losing trade,-1,2022-10-12
0,1,0,0,"META after October, META go back to 100 after Nov 2nd",0,2022-10-12
0,0.633,0.367,0.4404,This can’t be a good economic indicator.,1,2022-10-12
0,1,0,0,Reliance Power $RPOWER,0,2022-10-12
0.132,0.772,0.096,-0.25,"Our auditors, you know, the ones that are supposed to have highest ethics and integrity, been cheating on ethics exams of all things",-1,2022-10-12
0.26,0.74,0,-0.3527,Inflation cut in half? What do you think?,-1,2022-10-12
0,1,0,0,RIP in piece. Getting “52-week low” notifications every 3 seconds,0,2022-10-12
0,1,0,0,The Reverse Rug Pull,0,2022-10-12
0,1,0,0,BBBY Bonds restructuring - The thing you do before bankruptcy,0,2022-10-12
0,1,0,0,Reverse Cramer 14 Pop list (bubble break)?,0,2022-10-12
0,1,0,0,Here we go again,0,2022-10-12
0,1,0,0,Selling call spreads on pharma fizzles,0,2022-10-12
0,1,0,0,So what the F happened today?,0,2022-10-12
0.362,0.638,0,-0.5267,Can someone explain this to a stupid person?,-1,2022-10-12
0,1,0,0,I always decide to be extra regarded on historic days,0,2022-10-12
0,1,0,0,Elon Musk launches new perfume named 'Burnt Hair',0,2022-10-12
0,0.741,0.259,0.2732,I have $5k to yolo tommorow need advice,1,2022-10-12
0.082,0.778,0.141,0.3008,"Did this with about $2-3k, took $2.5k profit too. Goal is >$25k so I can pay taxes and daytrade.",1,2022-10-12
0,1,0,0,how it started how it's going,0,2022-10-12
0,0.706,0.294,0.6784,Bueno Dias Apeius Regardus! Here are CPI estimates! Happy CPI day tomorrow!,1,2022-10-12
0,0.545,0.455,0.3612,WSB lurkers be like:,1,2022-10-12
0,0.615,0.385,0.3612,Reading the CPI headlines like:,1,2022-10-12
0.246,0.592,0.163,-0.3987,In Case You Didn't Think we are Fucked - The Fed PR Game is Strong!!,-1,2022-10-12
0,1,0,0,What just happened,0,2022-10-12
0.315,0.685,0,-0.3182,made money and then lost it,-1,2022-10-12
0,1,0,0,The Markets are not concerning - Not For The Bears,0,2022-10-12
0.277,0.723,0,-0.3182,Lost it all (for the third time),-1,2022-10-12
0.169,0.645,0.185,0.0516,Dollar eases as risk turns higher on the session | Forexlive,0,2022-10-12
0,1,0,0,How do I short Cadillac?,0,2022-10-12
0,1,0,0,Hahahahahhaha 3,0,2022-10-12
0.368,0.632,0,-0.5423,If bad cpi = homeless for me. 🥹😀🪦🪦💀💀,-1,2022-10-12
0.375,0.625,0,-0.34,Round up the usual suspects,-1,2022-10-12
0,1,0,0,Why did PPI come out before CPI this month?,0,2022-10-12
0,0.588,0.412,0.6369,whats the best stock app out there..?,1,2022-10-12
0,1,0,0,For the CPIooors,0,2022-10-12
0,1,0,0,Oh my gourd,0,2022-10-12
0,1,0,0,FTC is hogging all Nancy’s action…,0,2022-10-12
0.577,0.423,0,-0.6249,Words spoken before disaster:,-1,2022-10-12
0,1,0,0,All part of the plan. Really.,0,2022-10-12
0,0.531,0.469,0.5473,LOL at all the bears,1,2022-10-12
0,1,0,0,waiting on 830am like...,0,2022-10-12
0.718,0.091,0.191,-0.7003,Yolo gone wrong. Cut losses ?,-1,2022-10-12
0,1,0,0,a lil intraday switcheroo,0,2022-10-12
0,1,0,0,Just to let you guys know,0,2022-10-12
0,1,0,0,"so, am i an ape now?",0,2022-10-12
0,0.704,0.296,0.6369,Pension funds have three days to remind him of their love,1,2022-10-12
0.085,0.691,0.223,0.5255,Picture of a Man on the Verge of a Nervous Breakdown..If you see a Man Looking Like this Call 911 for some Help!,1,2022-10-12
0,1,0,0,Pioneers used to ride these babies for miles,0,2022-10-12
0,1,0,0,"Daily Discussion Thread for October 14, 2022",0,2022-10-12
0.146,0.68,0.174,0.2187,"Game Over for me, I'm done with it all. Not going to pay loans off for the next 15 years, tried to save myself today but didn't work. Just so you know kind words when someone's on fire doesn't help, so don't bother. GL to you all! Logging out after this post.",1,2022-10-12
0.237,0.763,0,-0.4767,When your calls and puts are both green. . . Is it broken?,-1,2022-10-12
0,1,0,0,I guess we’ll see,0,2022-10-12
0,1,0,0,I think Joe meant “a very slight erection is possible”,0,2022-10-12
0,1,0,0,Government Officials Invest in Companies Their Agencies Oversee,0,2022-10-12
0,1,0,0,Bulls rn,0,2022-10-12
0,1,0,0,Waiting for the bottom to end,0,2022-10-12
0.187,0.813,0,-0.4574,What happens to Stock Prices when the Fed Pivots? They crash by even more!,-1,2022-10-12
0,1,0,0,My last $35.,0,2022-10-12
0.394,0.606,0,-0.5994,which one of you fuckers is this,-1,2022-10-12
0.254,0.56,0.187,-0.2695,Oops. Should I throw in my whole Walmart check tmrw!?! Haha fuck.,-1,2022-10-12
0,1,0,0,CPI Insight From Autists,0,2022-10-12
0,0.755,0.245,0.5023,"Which one of you did this? United health group up 10,000%",1,2022-10-12
0,1,0,0,SPY TARGET 350 hit 🎯 🌈 🐻,0,2022-10-12
0,1,0,0,FINALLY!,0,2022-10-12
0,0.625,0.375,0.34,SPY swing play for CPI,1,2022-10-12
0.355,0.645,0,-0.296,Can it go any lower?,-1,2022-10-12
0,1,0,0,Buy The Dip,0,2022-10-12
0,1,0,0,Meanwhile those who bought puts on PAYPAL💎💎✋🏼✋🏼🚀🚀,0,2022-10-12
0,1,0,0,BuT tHe FeD hAs To PiVot..... 100 BP here we come,0,2022-10-12
0,1,0,0,Customized visual / audio feedback system in the trading room for market conditions?,0,2022-10-12
0,0.408,0.592,0.7003,Credit Suisse Experiencing Wealth Client Withdrawals,1,2022-10-12
0,1,0,0,Generational Market Move,0,2022-10-12
0,1,0,0,"Load up your bags boys, MVIS is mooning soon!",0,2022-10-12
0,1,0,0,Spy puts almost wrecked me,0,2022-10-12
0.242,0.544,0.214,-0.2103,MSOS green in sea of red - Pot Stocks could be Best Bear Market Buy - SIN stocks do well in recession.,-1,2022-10-12
0,1,0,0,Go Kathy!,0,2022-10-12
0,1,0,0,PPI TIME,0,2022-10-12
0.166,0.699,0.135,-0.2263,Had to repost with the name covered but iykyk. Made this pic in the good old days when I thought this was bad 🥲,-1,2022-10-12
0,1,0,0,"with this CPI, we can make more with the puts",0,2022-10-12
0,1,0,0,holding Put options after CPI,0,2022-10-12
0,1,0,0,Selling everything,0,2022-10-12
0,1,0,0,Maybe with ketchup...,0,2022-10-12
0,1,0,0,Eterna Therapeutics Inc,0,2022-10-12
0,1,0,0,It's called technical rebounce,0,2022-10-12
0,1,0,0,2DAMOON was taken,0,2022-10-12
0,0.912,0.088,0.4215,Semiconductor route wipes out $240 Billion from chipmakers - TSMC drops 8.3% and Samsung and Tokyo Electron also declined. Buying opportunity or too early due to an escalating US-China tech race?,1,2022-10-12
0,1,0,0,SPACEX ASK PENTAGON FOR FINANCIAL AID,0,2022-10-12
0,0.333,0.667,0.4588,NYSE:PWR for solid gains?,1,2022-10-12
0,1,0,0,The Fed has raised rates 3% in a row. Yet the CPI was just released at 8.2% and instantly NDX futures fell 2%. How much do you guys think the Fed will raise rates in the next one?,0,2022-10-12
0,1,0,0,Why did DB rocket up at 10/13 market open when everything else dropped? CS almost the same?,0,2022-10-12
0,0.598,0.402,0.5719,Been playing it safe. A few K here and few K there,1,2022-10-12
0.206,0.645,0.149,-0.34,"Trading Fed treasury notes is now a WallStreetBet. We Financial Advisors now. ""Yellen Worries Over Loss of ‘Adequate Liquidity’ in Treasuries""",-1,2022-10-12
0,1,0,0,Hackers needed to reprogram ALGO’S,0,2022-10-12
0,1,0,0,Mark your calendars Chicagoland apes,0,2022-10-12
0,0.764,0.236,0.5719,CPI prediction came in about as close to perfect as i could have hoped...,1,2022-10-12
0.538,0.462,0,-0.5423,"Horrible week, til today.",-1,2022-10-12
0,1,0,0,RBLX Puts sold at open[YOLO],0,2022-10-12
0,0.823,0.177,0.4215,Spy puts 🤦🏾‍♂️ … I have until the end of the month for a rug pull lol,1,2022-10-12
0,0.71,0.29,0.5686,Wendy's! One of the most popular meme stocks on WSB! 🤣,1,2022-10-12
0,1,0,0,Do literally anything that makes sense! Market…,0,2022-10-12
0.21,0.79,0,-0.3382,CPI: 8.2% instead of 8.1% expected. SPY touches a new low!,-1,2022-10-12
0.187,0.813,0,-0.3182,"Lost 1k on calls this morning, deposited 300 and doubled down",-1,2022-10-12
0,1,0,0,The current state of financial markets,0,2022-10-12
0,1,0,0,The bear rises,0,2022-10-12
0,1,0,0,Why SPY reversed?,0,2022-10-12
0,0.684,0.316,0.5707,A little hopium goes a long way! $11k bullish gain porn,1,2022-10-12
0,1,0,0,Still in the descending channel imo,0,2022-10-12
0,1,0,0,Get that green out of here,0,2022-10-12
0.444,0.556,0,-0.4939,GTII is a ticking time bomb,-1,2022-10-12
0,1,0,0,DD on NVDA,0,2022-10-12
0,1,0,0,"Twitter thread on short squeeze cults from Dan Olson, creator of the Line Goes Up documentary",0,2022-10-12
0,1,0,0,JPow tomorrow,0,2022-10-12
0,1,0,0,My first Contract,0,2022-10-12
0,1,0,0,to the moon..,0,2022-10-12
0,1,0,0,So how long is this QE gonna last?,0,2022-10-12
0.406,0.594,0,-0.6249,What can be worst case scenario now?,-1,2022-10-12
0.474,0.526,0,-0.6705,"Oh look, they added a suicide hotline",-1,2022-10-12
0.133,0.867,0,-0.3182,Some random person gave me 30K to trade on their stock account and I lost it all.,-1,2022-10-12
0,1,0,0,not today,0,2022-10-12
0,1,0,0,Will I be able to pull myself out? Tune in next week to find out.,0,2022-10-12
0,1,0,0,"SPY 10 & 50 day MA Cross IN Q1-Q2, then it rolls down hill fast.",0,2022-10-12
0.237,0.763,0,-0.4767,Highly regarded WSB gamblers when SPY goes up on terrible news,-1,2022-10-12
0,1,0,0,𝗜 𝗰𝗮𝗻𝘁 𝘄𝗮𝗶𝘁 𝗳𝗼𝗿 𝗮𝗻𝗼𝘁𝗵𝗲𝗿 𝘁𝗲𝗿𝗿𝗶𝗯𝗹𝗲 ͎𝗖͎𝗣͎𝗜͎ ͎ 𝗿𝗲𝗽𝗼𝗿𝘁 𝘁𝗼 𝗱𝗿𝗼𝗽.. 𝗧𝗵𝗮𝘁 𝘄𝗮𝘀 𝗳𝘂𝗻!,0,2022-10-12
0,1,0,0,not my wife's boyfriend,0,2022-10-12
0.123,0.877,0,-0.2732,"Update: From hitting a low of $2k been climbing my way back up, I’m still regarded though",-1,2022-10-12
0.246,0.754,0,-0.4466,The market bottoms when NO ONE wants to own stocks.,-1,2022-10-12
0,1,0,0,BUY HARDER,0,2022-10-12
0.383,0.617,0,-0.4767,Bought the open cpi fake news,-1,2022-10-12
0.508,0.492,0,-0.7351,It just gets worse and worse each day,-1,2022-10-12
0.242,0.758,0,-0.1531,There is no way but UP.,0,2022-10-12
0,1,0,0,It’s Economics dude!,0,2022-10-12
0,1,0,0,Yikes,0,2022-10-12
0,1,0,0,"Stock market inflows hit near-records last week suggesting that investors think the bottom is in, Bank of America says",0,2022-10-12
0,0.605,0.395,0.504,Why? Can you explain me? Thanks,1,2022-10-12
0.364,0.429,0.207,-0.296,Question: When traders freak out for no good reason,-1,2022-10-12
0,0.656,0.344,0.2732,Oh my god I was right…,1,2022-10-12
0.199,0.637,0.163,0.0258,"Robinhood knows I already lost all my money on options, so now they’ve got a great new way to lose money.",0,2022-10-12
0,0.571,0.429,0.9413,"Spy Puts for the win with CPI. Thanks bulls, small win but win non the less. Got back in with profits at peak bounce today. 🙏🏻",1,2022-10-12
0,1,0,0,If ever FED pivot it will be short lived!,0,2022-10-12
0,0.545,0.455,0.3612,Cheniere and Natural Gas,1,2022-10-12
0,1,0,0,SPX Down to --> 2.950 by Mid March 23,0,2022-10-12
0.052,0.897,0.052,0,"Patriot Drills 104.5 m of 0.97% Li2O and 61.9 m of 1.42% Li2O, and Extends Strike Length of Mineralization to 2.2 km at the CV5 Pegmatite, Corvette Property, Quebec DD",0,2022-10-12
0,1,0,0,Valerie Gastaldy's view on the S&P500.,0,2022-10-12
0,0.843,0.157,0.0772,Explain the Biden / opec+ meeting to me plz,0,2022-10-12
0.09,0.771,0.138,0.0457,"If you really want to get some not manipulated money just buy gold between 1600-1700 and hodl it until the end of 2023 or even further, history is now repeating and like after the 2008 crisis gold will 🚀🚀 💛",0,2022-10-12
0,1,0,0,The Daily Life of Technical Anal-ysts,0,2022-10-12
0.243,0.473,0.284,0.1531,I love watching the market shit 400 points in a minute,0,2022-10-12
0.688,0.312,0,-0.765,Don’t panic sell: panic buy,-1,2022-10-12
0,1,0,0,Cathie Woods,0,2022-10-12
0.204,0.796,0,-0.3182,Does this count as loss porn? (Sorry I drooled on it),-1,2022-10-12
0,1,0,0,None of us regards actually know. Source: Today,0,2022-10-12
0,1,0,0,Put holders today,0,2022-10-12
0,1,0,0,"What Are Your Moves Tomorrow, October 14, 2022",0,2022-10-12
0.087,0.606,0.307,0.5859,"When we gonna admit that the US economy is doing well, and rising energy costs are due to greedy energy producers?",1,2022-10-12
0,1,0,0,I got ear the GOV. was buying iodine tabs,0,2022-10-12
0,1,0,0,US CPI,0,2022-10-12
0.196,0.804,0,-0.296,"No, market did 180 today just to troll this clown 🤡",-1,2022-10-12
0,0.746,0.254,0.6249,10-year Treasury yield jumps back above 4% after CPI tops expectations.. can inflation be controlled? $wba $blk,1,2022-10-12
0,1,0,0,$TBT 🚀🚀,0,2022-10-12
0.178,0.822,0,-0.3818,"Bank of America said US economy will soon start losing 175,000 jobs a month",-1,2022-10-12
0,1,0,0,What’s everyone’s plan for NFLX next week?,0,2022-10-12
0,1,0,0,TSLA: how do I trade this due to the break above and below trend (see circle),0,2022-10-12
0,1,0,0,25th Hour (2002) - Event Trading OEX Contracts Scene. This is Wallstreetbets Waiting On CPI Results.,0,2022-10-12
0.272,0.597,0.132,-0.7783,"Raise your hand if you've ever been banned from Facebook for soməthing dumb. Now, keep your hand up if you're spending money to participate on a platform that will probably ban you for soməthing dumb again.",-1,2022-10-12
0.228,0.569,0.203,-0.0772,"I bought the rip, now I feel like Elon - Buyers regret",0,2022-10-12
0,1,0,0,SP500 Heatmap,0,2022-10-12
0.524,0.476,0,-0.296,I should stop gambling,-1,2022-10-12
0,1,0,0,Update: TIFU by consenting,0,2022-10-12
0,1,0,0,Highest rank yet...,0,2022-10-12
0.406,0.594,0,-0.6249,Who was behind the 2008 financial crisis?,-1,2022-10-12
0.319,0.459,0.222,-0.3094,better than 99%? wtf are you regtards doing?,-1,2022-10-12
0,0.701,0.299,0.9538,"$HOOD options are perfect for trading. I can’t realistically show every trade because I’ve made many, but I attached an example of what they look like. Turned $250 to near $5,000 (not including deposits). I’d like to mention that I took profits and swapped to 200 shares $HOOD and 150 shares $TQQQ",1,2022-10-12
0,0.708,0.292,0.5106,"Lord, give me the confidence of Janet Yellen. Amen",1,2022-10-12
0,1,0,0,When both your calls and puts went from 100%+ to -100% -_-,0,2022-10-12
0,1,0,0,"Meta CEO Mark Zuckerberg debuts Meta Quest Pro VR headset that will cost $1,500",0,2022-10-12
0.263,0.59,0.147,-0.3716,"$24,000 loss in mutual funds... international funds, china funds ...not much but still hurts like a muther",-1,2022-10-12
0,1,0,0,My Regards: This time is different,0,2022-10-12
0,0.685,0.315,0.3182,Bring back the bull market please,1,2022-10-12
0,1,0,0,😤Investment Climate? Raining Tendies😎,0,2022-10-12
0,0.847,0.153,0.4404,I have asked my interns to just make up 1 reason of why CPI was good news for investors,1,2022-10-12
0,1,0,0,Which 3Q earnings will shift the markets the most?,0,2022-10-12
0,0.261,0.739,0.6874,Update: YOLO on YOLO,1,2022-10-12
0,1,0,0,2024 leap calls.,0,2022-10-12
0,0.878,0.122,0.2023,I randomly got recommended this randomly and the gods are telling me to short nvidia,1,2022-10-12
0.078,0.735,0.188,0.4019,"If you exclude ""volatile"" components of CPI like food, housing, energy, transportation, healthcare, apparel, and newspaper subscriptions, inflation is actually flat.",1,2022-10-12
0,1,0,0,It's all in how you look at things...,0,2022-10-12
0,0.467,0.533,0.6908,i have learned to accept these wise words,1,2022-10-12
0,1,0,0,All in on SPY puts in my Roth,0,2022-10-12
0.385,0.615,0,-0.3612,The Dow Man Strikes Again,-1,2022-10-12
0.262,0.738,0,-0.4939,If you say the housing market is going to collapse,-1,2022-10-12
0,0.88,0.12,0.128,U.S. Department of Defense is taking a look at the Lordstowns Motors ENDURANCE,0,2022-10-12
0,1,0,0,Just your regular WSBer. Up 60k from august 26th and withdrew a bunch. Bought these today and I’m thinking of swinging till next week. Thoughts ?,0,2022-10-12
0,1,0,0,Brain Cells Gone,0,2022-10-12
0,0.161,0.839,0.6369,"Please red, thanks.",1,2022-10-12
0.659,0.341,0,-0.7003,JACKED TO THE TITS BITCHES,-1,2022-10-12
0.352,0.648,0,-0.504,Is this a trap ???? I think it is,-1,2022-10-12
0,0.762,0.238,0.3612,what trading OPTIONS for the first time feels like,1,2022-10-12
0,1,0,0,My First Ten Bagger,0,2022-10-12
0,1,0,0,Columbo Submits a Comment to the SEC,0,2022-10-12
0,0.323,0.677,0.2732,YOLO $PBR,1,2022-10-12
0.259,0.741,0,-0.1027,Time to Pay the Piper,0,2022-10-12
0,1,0,0,Gambling on the CPI tomorrow with SPY bull put spreads,0,2022-10-12
0.173,0.827,0,-0.3182,"Guess I’m in the Loss Porn club now boys, where do I sit?",-1,2022-10-12
0,0.87,0.13,0.128,Alright guys my first YOLO.. not much but enough for me,0,2022-10-12
0,0.66,0.34,0.9432,One of my best trades ever. Definitely the most satisfying since it dropped by 50% within an hour of selling my last contracts. I’m slowly learning that profit is better than the “moon or Wendy’s” mentality.,1,2022-10-12
0,1,0,0,Question: What if Jim Cramer says to inverse himself? Would the world implode?,0,2022-10-12
0.068,0.932,0,-0.2433,I found the reason why we bounced so fucking hard. Robinhood was telling us all along.. 🤦‍♂️ ATH confirmed on the five year chart.. it was so obvious noobs.,-1,2022-10-12
0,1,0,0,My regarded end of year prediction,0,2022-10-12
0,1,0,0,When majority of the regards here go short you go long,0,2022-10-12
0,1,0,0,Found a podcast where a CEO talks about her company getting hyped by Ryan Cohen 🐸🍦 tweet and GME rumors last year on WSB.,0,2022-10-12
0,1,0,0,3500$ into $370 Oct 14th Calls. Let’s go!,0,2022-10-12
0.473,0.527,0,-0.6697,So pissed at HOOD right now,-1,2022-10-12
0,0.783,0.217,0.1695,Never forget the legend amid CPI heat,0,2022-10-12
0.219,0.781,0,-0.4215,JUST IN: ECB President Christine Lagarde says Europe isn’t in a recession.,-1,2022-10-12
0.231,0.769,0,-0.2732,"Buy high, sell low. am i doing it right?",-1,2022-10-12
0,0.811,0.189,0.2732,Oh my god I was right again… (swipe to see DD),1,2022-10-12
0,0.417,0.583,0.4215,Bulls stay gaining,1,2022-10-12
0.075,0.827,0.098,0.1708,Not Even bad CPI can stem the tide of Ultraviolence against my puts.I just wanted to break even before my birthday. it's just not fucking fair.,0,2022-10-12
0.213,0.651,0.136,-0.3182,Who is a fan of 007' Aston Martin. Is it going to go bankrupt?,-1,2022-10-12
0,1,0,0,Hahahahahahah. 4,0,2022-10-12
0,1,0,0,-19k on Googl weeklies fug,0,2022-10-12
0.179,0.821,0,-0.1877,Never even had a chance. I will never recover from this.,0,2022-10-12
0.318,0.682,0,-0.4215,What will happen to e-commerce during recession?,-1,2022-10-12
0,1,0,0,How not to invest. -$12k >> Includes Positions,0,2022-10-12
0,0.726,0.274,0.5267,🌈 🐻 200% gain on Spy Calls after selling puts at open.,1,2022-10-12
0,1,0,0,just stay for a little bit,0,2022-10-12
0,0.545,0.455,0.3612,We like the stock.😎,1,2022-10-12
0,1,0,0,Puts on $PYPL,0,2022-10-12
0.348,0.652,0,-0.4939,New Mad Money intro is real sus,-1,2022-10-12
0,1,0,0,Twtr Run?,0,2022-10-12
0,1,0,0,This seems accurate right now,0,2022-10-12
0.128,0.559,0.313,0.3182,US TREASURY SECRETARY YELLEN: I'M CONCERNED ABOUT THE LOSS OF ADEQUATE LIQUIDITY IN TREASURIES,1,2022-10-12
0,1,0,0,Stonks. Only. Go. Up. (part II),0,2022-10-12
0,1,0,0,Cashing out my 1.1k -> 21k in a month,0,2022-10-12
